Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Scozzese,3120,Pavona,,source:SotM,,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Scozzese,Scozzese,"Scozzese is a small, independent Tilean city-state allied with Pavona. The "" Men With No Names "" are a group of Roadwardens who patrol the highway between Scozzese and Remas. They are revered in stories and songs by the locals.",https://static.wikia.nocookie.net/warhammerfb/images/2/28/Pavona%2C_the_Old_World_map.png/revision/latest?cb=20250417190358
Agosta,2201,Tobaro,,source:SotM,,,,,,,,,,,,
Alvazzo,3119,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Alvazzo,Alvazzo,Alvazzo is either a Tilean or Border Princes fort located near the Apuccini Mountains foothills that was once ruled by the Duke of Alvazzo.,https://static.wikia.nocookie.net/warhammerfb/images/6/69/Tilea1111111.jpg/revision/latest?cb=20131024184643
Apesto,2716,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Apesto,Apesto,"Apesto is an ancient Tilean town. The town was saved from a series of terrible earthquakes by the late and respected Master Chanter Alric, ""the Saviour of Apesto."" Alric was aided in the ritual to stop the earthquakes by two other wizards from the Light Order, Apprentice Steiger and Brother Hetzer.",https://static.wikia.nocookie.net/warhammerfb/images/2/2e/Tilea1.jpg/revision/latest?cb=20170627022144
Beronna,1821,Pavona,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Beronna,Beronna,"Beronna is a town of the sunny land of Tilea in the Old World. Beronna is likely located near Pavona. During the End Times a trio of Stormfiends known as the Blackfire Warpack set half the town alight, as they strode down the street with arms outstretched, their Warpfire Throwers blasting out on either side.",https://static.wikia.nocookie.net/warhammerfb/images/2/2e/Tilea1.jpg/revision/latest?cb=20170627022144
Cammaro,221,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Cammaro,Cammaro,"Cammaro was a Tilean village razed to the ground by a Skaven assault. Its entire population vanished following the ratmen 's assault in 2511 IC. After the murder of one of the richest merchant-traders of Cammaro, chaos erupted in the village.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Castolino,1012,Trantio,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Castolino,Castolino,"Castolino is a town on the slopes of the Trantine Hills in the Tilean Principality of Trantio. During the siege of the town, the forces of the renegade Prince of Castolino Salvatore hurled themselves against the ancient walls of the town to reclaim his right to rule. During the ferocious siege even Torben Badenov 's mercenary band reclaimed part of the glory during the fight, even if for which side is unknown.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Decimas,663,Miragliano,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Decimas,Decimas,Decimas is a small Tilean village north of the city-state of Miragliano.,
Escantos,127,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Escantos,Escantos,The city of Escantos in southern Tilea was completely destroyed by rats in 1601 IC.,
Firento,1823,Trantio,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Firento,Firento,Firento is a northern Tilean town located between the Gulf of Pearls and the Tettoverde Wood in the domain of the Principality of Trantio. Firento is the only Tilean town added to the Warhammer: The Old World interactive map by Games Workshop not originally created by MadAlfred.,https://static.wikia.nocookie.net/warhammerfb/images/2/22/Trantio_domains.png/revision/latest?cb=20250218101837
Molto,881,Tobaro,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Molto,Molto,"The location of the city-state of Tobaro among the Isles of the Sirens in north-western Tilea. The neighbourhoods of the Tilean city-state of Tobaro have their own sub-regions and those of the Trafuro are particularly varied. There are communities that dwell somewhat beyond the protection of Tobaro, and one of these is Molto.",https://static.wikia.nocookie.net/warhammerfb/images/8/8e/Warhammer_Tobaro.png/revision/latest?cb=20170220090421
Montorri,744,Miragliano,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Montorri,Montorri,Montorri is a small Tilean village not far from Miragliano. The thief Riano 's uncle lived here.,https://static.wikia.nocookie.net/warhammerfb/images/2/2e/Tilea1.jpg/revision/latest?cb=20170627022144
Piacanca,1283,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Piacanca,Piacanca,"Piacanca is a Tilean settlement. The latest shop of the unscrupulous merchant Alfredo Landi Naddeo, named simply Alfredo's, has been opened recently in Piacanca Plaza. The place is like a cavern, crammed with goods.",https://static.wikia.nocookie.net/warhammerfb/images/6/69/Tilea1111111.jpg/revision/latest?cb=20131024184643
Piza,1182,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Piza,Piza,"Piza was the site of a major battle in Tilea that was won by a mercenary general named Sandro, thanks to the military instructions of his advisor, Gossippa Lotta, she showed him how to properly use regiments of pikemen on the battlefield.",
Sileno,2371,,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Sileno,Sileno,"Sileno is a Tilean town that suffered from a failed Skaven attack later known as the Liberation of Sileno. During the battle, the mercenaries of Liotta's Legion played a vital role in defending the settlement.",https://static.wikia.nocookie.net/warhammerfb/images/2/2e/Tilea1.jpg/revision/latest?cb=20170627022144
Tramaglino,1923,Miragliano,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Tramaglino,Tramaglino,"Tramaglino is a northern Tilean town not far from the city-state of Miragliano. During the alternate timeline of the Storm of Chaos, Tramaglino was destroyed by the Skaven on 17 Brumoso, 2522 IC. Some survivors of the slaughter made their way to Miragliano.",https://static.wikia.nocookie.net/warhammerfb/images/1/1e/Miragliano_2300_IC.png/revision/latest?cb=20250218124555
Vincia,1220,Trantio,,"SOURCE TBD, FROM WIKI",,,,,,,,,https://warhammerfantasy.fandom.com/wiki/Villa_da_Vincia,Villa da Vincia,"Villa da Vincia is a Tilean hamlet placed on the edge of the Trantine Hills and the Appentine Forest, on the way to the city of Trantio. The area has suffered greatly from Beastmen raids to the point that the authorities have paid for entire mercenary armies to deal with the threat.",https://static.wikia.nocookie.net/warhammerfb/images/1/1a/Villa_da_Vincia_location.png/revision/latest?cb=20220618103202
Capo Mantegara,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Scaluntera,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Mineola,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Mattonara,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Muscaro,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Brucasco,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Tritonia,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Silvaro,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Gambini,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Caldera,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Scavo,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Samperno,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Tanagisi,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Morello,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Ciavola,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Pergolara,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Arniolo,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Maltese,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Bagni di Ertinello,,Sartosa,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Fiumareto,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Casalvento,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Fioralba,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Pianverde,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
San Bravencio,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Valderico,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Borgalvaro,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Nevagorda,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Villargente,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Montelario,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Portavella,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Pietrabuena,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Calveria,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Rivagorda,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Villanora,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Portomarea,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Calaferrata,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Valderosa,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Nevadalba,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Alcarrosa,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Coppa,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Lagunara,,Tobaro,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Brera,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Rogeni,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Caligo,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Dallo,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Sarnovia,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Padulio,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Ferrero,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Teralba,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Adrio,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Gavenzo,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Corrivello,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Roviglia,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Pianfresco,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Pagliaro,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Nivoletta,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Dravagna,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Bellorano,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Pantaneto,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
Lanverna,,Miragliano,,source:MadAlfred; source:daRemas,,,,,,,,,,,,
