Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Manannsheim,248,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,,,,https://warhammerfantasy.fandom.com/wiki/Manannsheim,Manannsheim,"Manannsheim is an Imperial fort situated on a small island in the Drosselspule Bay of Nordland. It is also home to the Monastery of the Order of the Triton. On maps the settlement is spelled ""Manannsheim,"" but in the 2nd Edition Warhammer Fantasy Roleplay supplement Sigmar's Heirs the settlement is listed as ""Manaansheim.""",https://static.wikia.nocookie.net/warhammerfb/images/8/80/Manannsheim.png/revision/latest?cb=20180828185725
Marklohe,250,,,"""source:4eSCoSaS""",,,Nordland,,,Grand Baron Gausser,,,,,,
Marden,648,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Massenfels,497,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Mergenwacht,972,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Midfast,877,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Nahrhaus,711,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Neues Emskrank,6342,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,,,,https://warhammerfantasy.fandom.com/wiki/Neues_Emskrank,Neues Emskrank,"Neues Emskrank is a miserable Imperial town that skulks at the mouth of the River Salz in Nordland, the legacy of a disastrous mercantile enterprise, that is shunned and avoided by most sensible travellers. Neues Emskrank was the first port in Nordland to open in 2460 IC as a scheme to siphon off business from Marienburg, which failed miserably. The town is now in a permanent state of decline.",https://static.wikia.nocookie.net/warhammerfb/images/e/ec/Neus_Emskrank.png/revision/latest?cb=20180829175059
Norden,9344,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron Ottmar von Neurath,,,https://warhammerfantasy.fandom.com/wiki/Norden,Norden,"Located at the eastern extreme of the Drosselspule Bay, Nordland, in truth Norden is secretly being developed as base of operations for exploration and conquest of Lustria. It is also used in transporting prisoners to Leopoldheim in the Southlands.",https://static.wikia.nocookie.net/warhammerfb/images/d/dd/Norden.png/revision/latest?cb=20180828190616
Nordfast,515,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Nysted,250,,,"""source:4eSCoSaS""",,,Nordland,,,Grand Baron Gausser,,,,,,
Ockholm,512,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron Wittig,,,,,,
Odisheim,498,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Oldenlitz,3025,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,,,,,,,
Sachen,612,,,,,,Nordland,,,,,,,,,
Salzenmund,27265,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,,,,https://warhammerfantasy.fandom.com/wiki/Salzenmund,Salzenmund,"Salzenmund, the capital city of the Imperial Electoral Province of Nordland and a principality of the Empire in its own right, rests among hills from which flow the tributaries that join to form the River Salz, from which the city gets its name. The Elector Counts built tall castles at the top of these hills overlooking the growing city, once the meeting place for the western scions of the Was Jutone tribe. So narrow is the approach to the keep named the Jutone's Nest that it needs no surrounding curtain wall: the great keep just sits there, watching over the region.",https://static.wikia.nocookie.net/warhammerfb/images/0/02/Warhammer_Salzenmund_Art.jpg/revision/latest?cb=20210930072947
Salzmorast,488,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron von Neurath,,,,,,
Schadelbruck,252,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Schlaghügel,991,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron von Hargenfels,,,,,,
Schuten,1987,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron Helmuth Adenauer,,,https://warhammerfantasy.fandom.com/wiki/Schuten,Schuten,"Located between Beeckerhoven and Norden on the road to Erengrad, Schuten is a popular stop both with travellers looking to rest for the night and with hunters in need of a base for their forays into the Bramble Hills to the south. It is home to the Brombeerstrauch Inn, a fortified coaching inn owned by a peglegged Dwarf ex-mercenary, Augustus Hargrimsson. Hargrimsson was granted a lifetime concession to run the inn for saving the life of the local baron, Helmuth Adenauer, from a Wyvern, a fight that cost the Dwarf his leg.",
Seuchenshof,244,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Silbertief,488,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Skjaldberg,509,,,"""source:4eSCoSaS""",,,Nordland,,,Baron Arne Nikse,,,,,,
Skogholm,249,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Skovby,1021,,,"""source:4eSCoSaS""",,,Nordland,,,Baron Köhler,,,,,,
Solder,227,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Stark,772,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Stavern,2532,,,"""source:4eSCoSaS""",,,Nordland,,,Baroness Anika Kalb,,,,,,
Sudfast,612,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Tettens,1008,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Troldved,382,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Tyrvad,507,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Ueblingen,245,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron von Hargenfels,,,,,,
Varrel,254,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Vesterrup,251,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Voervinholm,248,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Vorbergwerk,1233,,,,,,Nordland,,,,,,,,,
Vorwendt,487,,,"""source:AndyLaw""",,,Nordland,,,,,,,,,
Wilhelmskoog,978,,,"""source:2eSH; source:4eSCoSaS""",,,Nordland,,,Baron Justus Wittig,,,,,,
Wittigholm,250,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Wulfhafen,498,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Zelebhorn,978,,,"""source:4eSCoSaS""",,,Nordland,,,,,,,,,
Andessa,1542,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Baderhof,1077,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Bahlkurk,2704,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Baumdorf,2323,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Bechafen,18537,,,"""source:2eSH""",,,Ostermark,,,,,,https://warhammerfantasy.fandom.com/wiki/Bechafen,Bechafen,"Bechafen is a compact city crowded behind its defensive walls and situated on the south bank of the Upper Talabec in the Imperial Electoral Province of Ostermark. Its buildings are narrow and tall, and lean at dizzying angles over alleys that are more like darkened tunnels. Built from the dark wood of the Great Forest, Bechafen’s structures have a gloomy look that no amount of whitewash and coloured trim can dispel.",https://static.wikia.nocookie.net/warhammerfb/images/9/96/Bechafen.png/revision/latest?cb=20160726153736
Biersalhof,271,,,,,,Ostermark,,,,,,,,,
Bissendorf,5670,,,"""source:2eSH""",,,Ostermark,,,Baron Stefan Husserl,,,,,,
Bludesk,1858,,,,,,Ostermark,,,,,,,,,
Borkum,1044,,,,,,Ostermark,,,Baroness Sigrid Renner,,,,,,
Brunov,745,,,,,,Ostermark,,,,,,,,,
Brunmarl,3881,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Buckow,490,,,"""source:2eSH""",,,Ostermark,,,Count von Blücher,,,,,,
Carlsbruck,2675,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Csendesvölgy,1079,,,,,,Ostermark,,,,,,,,,
Dolzschen,463,,,,,,Ostermark,,,Baron Gerd Bürger,,,,,,
Dorna,1367,,,"""source:2eSH""",,,Ostermark,,,,,,,,,
Dnierson,2881,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Durben,540,,,,,,Ostermark,,,,,,,,,
Eisental,5918,,,"""source:2eSH; source:4eAotE1""",,,Ostermark,,,Margrave Hermann Mach,,,,,,
Elbing,526,,,"""source:2eSH""",,,Ostermark,,,Margrave Dornier,,,,,,
Essen,6096,,,"""source:2eSH; source:4eAotE1""",,,Ostermark,,,Margrave Gotthold Schurz,,,https://warhammerfantasy.fandom.com/wiki/Essen,Essen,"An isolated town along the North Stir, Essen sits in an unenviable place between the portion of the Great Forest known as the Dead Wood on the west, the Eerie Downs on the East, and the Hel Fenn across the river to the south. Under the rule of the Margrave Gotthold Schurz, Essen has the reputation as the most haunted village in the Empire. Tavern tales say that Ghosts are as common on the streets as people, that Zombies till the fields, and Sylvanian Vampires hunt openly in Essen.",https://static.wikia.nocookie.net/warhammerfb/images/b/bf/Essen.png/revision/latest?cb=20170626213859
Fortenhaf,1449,,,"""source:2eSH""",,,Ostermark,,,Margrave Konrad Röntgen,,,https://warhammerfantasy.fandom.com/wiki/Fortenhaf,Fortenhaf,"An isolated outpost in the northeast of the province, Fortenhaf is important for its ferry, the largest over the Upper Talabec outside of Bechafen itself. Ruled by the Margrave Konrad Röntgen, Fortenhaf's fortress is an important point for defending Ostermark against invasion, while it also ensures that the proper revenues are collected from any cross-border traffic.",https://static.wikia.nocookie.net/warhammerfb/images/8/8c/Fortenhaf.png/revision/latest?cb=20160726153528
Fortengrad,3266,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Gerdouen,1452,,,"""source:2eSH""",,,Ostermark,,,Margrave Röntgen,,,,,,
Gelt,2110,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Gross Selon,2620,,,,,,Ostermark,,,,,,,,,
Gryhoff,1599,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Gyrwacht,920,,,,,,Ostermark,,,,,,,,,
Heffengen,2693,,,,,,Ostermark,,,Margrave Richard Dornier,,,https://warhammerfantasy.fandom.com/wiki/Heffengen,Heffengen,"Dead in the centre of Ostermark, Heffengen is ruled by Margrave Richard Dornier, one of the largest breeders of horses in the province. Situated on the edge of the Bleak Moors, Heffengen looks towards the Veldt for its wealth, with the village services dedicated mostly to the summer horse market, which attracts buyers from as far away as Estalia.",https://static.wikia.nocookie.net/warhammerfb/images/2/2c/Heffengen.png/revision/latest?cb=20160726153941
Heflengen,512,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Ivanhofen,2156,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Kerchhof,946,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Klein Selon,533,,,,,,Ostermark,,,,,,,,,
Kolitz,1521,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Leszken,971,,,,,,Ostermark,,,Baron Maximilian Thopia,,,,,,
Markgrad,1494,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Meinthal,994,,,,,,Ostermark,,,,,,,,,
Mielau,1605,,,"""source:2eSH""",,,Ostermark,,,Margrave Mach,,,,,,
Münkenhof,1265,,,"""source:2eSH""",,,Ostermark,,,,,,,,,
Myklhof,1031,,,,,,Ostermark,,,,,,,,,
Nachtdorf,1628,,,,,,Ostermark,,,Margrave Mach,,,,,,
Nagenhof,9180,,,"""source:2eSH""",,,Ostermark,,,Count Edmund von Blücher,,,,,,
Nicherhof,818,,,,,,Ostermark,,,,,,,,,
Osterwald,1846,,,,,,Ostermark,,,Margrave Mach,,,,,,
Ostragrad,1490,,,,,,Ostermark,,,,,,,,,
Petrosk,2712,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Poltastadt,1025,,,,,,Ostermark,,,,,,,,,
Poritz,1096,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Reitwein,246,,,"""source:2eSH""",,,Ostermark,,,,,,,,,
Remer,7651,,,"""source:2eSH""",,,Ostermark,,,Margrave Oswald Cranach,,,,,,
Rheden,467,,,"""source:2eSH""",,,Ostermark,,,Margrave Röntgen,,,,,,
Riesk,469,,,,,,Ostermark,,,,,,,,,
Rivenhof,489,,,,,,Ostermark,,,,,,,,,
Rugenbuttel,461,,,"""source:2eSH""",,,Ostermark,,,,,,,,,
Rundespitz,1599,,,,,,Ostermark,,,,,,,,,
Stahlhof,1395,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Seuthes,1469,,,,,,Ostermark,,,Baron Erich Rilke,,,,,,
Sigmarsgeist,942,,,"""source:4eAotE1""",,,Ostermark,,,,,,,,,
Sitlakes,240,,,,,,Ostermark,,,Baron Hergard Ehrlich,,,,,,
Szénhalom,529,,,,,,Ostermark,,,,,,,,,
Tauer,469,,,"""source:2eSH""",,,Ostermark,,,Baron Husserl,,,,,,
Ternograd,1866,,,"""source:AndyLaw""",,,Ostermark,,,,,,,,,
Thyrhof,1415,,,,,,Ostermark,,,,,,,,,
Vaskőbánya,501,,,,,,Ostermark,,,,,,,,,
Vilschade,1012,,,,,,Ostermark,,,,,,,,,
Vízvásár,1079,,,,,,Ostermark,,,,,,,,,
Vohlhof,537,,,,,,Ostermark,,,,,,,,,
Weiler,2910,,,"""source:2eSH""",,,Ostermark,,,Count von Blücher,,,,,,
Zakart,1514,,,,,,Ostermark,,,,,,,,,
Zeisholz,540,,,"""source:2eSH""",,,Ostermark,,,Margrave Dornier,,,,,,
Aachden,2428,,,"""source:AmbChron""",,,Ostland,,,,,,,,,
Alnovhof,2511,,,,,,Ostland,,,,,,,,,
Aukrug,235,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Berdun,2483,,,,,,Ostland,,,,,,,,,
Birkewiese,746,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Bohsenfels,1615,,,"""source:2eSH; source:4eAotE1""",,,Ostland,,,,,,https://warhammerfantasy.fandom.com/wiki/Bohsenfels,Bohsenfels,"Bohsenfels, also known as "" Little Middenheim,"" is an Imperial fortress-city located in the outer march of Ostland. It is built upon large rocks with caves and tunnels dug underneath, forming a subterranean labyrinth that allows the fortress to maintain enough supplies to hold out against a long siege.",
Borogrod,1367,,,"""source:4eAotE1""",,,Ostland,,,,,,,,,
Boven,1058,,,"""source:2eSH""",,,Ostland,,,Baron Mayer Schnabel,,,,,,
Briznova,543,,,,,,Ostland,,,,,,,,,
Brodny,2422,,,,,,Ostland,,,,,,,,,
Czenger,233,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Dassel,268,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Derberg,2037,,,,,,Ostland,,,,,,,,,
Dorog,516,,,"""source:2eSH""",,,Ostland,,,Baron von Wallenstein,,,,,,
Dragomierz,992,,,,,,Ostland,,,,,,,,,
Dunkelpfad,484,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Felde,227,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Ferlangen,5909,,,"""source:2eSH""",,,Ostland,,,,,,https://warhammerfantasy.fandom.com/wiki/Ferlangen,Ferlangen,Ferlangen is an Imperial town that serves as the northern gateway to the Middle Mountains. It is a prosperous town of Ostland that grew out of a fur-trading and timber-felling settlement. Ferlangen's hunters are both accomplished woodsmen and mountain climbers.,https://static.wikia.nocookie.net/warhammerfb/images/d/d5/Ferlangen.png/revision/latest?cb=20251029100214
Flecken,232,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Gauschdorf,1355,,,,,,Ostland,,,Margrave Manfred Bothe,,,,,,
Geschler,927,,,,,,Ostland,,,,,,,,,
Grafsburg,1636,,,,,,Ostland,,,,,,,,,
Graukenstadt,1399,,,,,,Ostland,,,,,,,,,
Grenzburg,472,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Grünackern,1829,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Grygora,3289,,,,,,Ostland,,,,,,,,,
Hasselhund,490,,,"""source:2eSH""",,,Ostland,,,Count Edmund von Strachen,,,,,,
Hochnar,2778,,,"""source:4eAotE1""",,,Ostland,,,,,,,,,
Kanod,1504,,,"""source:4eAotE1""",,,Ostland,,,,,,,,,
Kantelenz,936,,,,,,Ostland,,,,,,,,,
Karmstadt,1005,,,,,,Ostland,,,,,,,,,
Kolengrad,1933,,,"""source:4eAotE1""",,,Ostland,,,,,,,,,
Kurst,983,,,"""source:2eSH""",,,Ostland,,,Count von Pirkheimer,,,,,,
Lemsowice,270,,,,,,Ostland,,,,,,,,,
Lenkster,974,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Levudaldorf,459,,,"""source:2eSH""",,,Ostland,,,Count Konstantin von Pirkheimer,,,,,,
Lubrecht,5531,,,"""source:2eSH; source:4eAotE1""",,,Ostland,,,Baron Heinz Kesselring,,,,,,
Luskava,1094,,,,,,Ostland,,,,,,,,,
Melbeck,274,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Navodno,1648,,,,,,Ostland,,,,,,,,,
Öbelstein,1933,,,"""source:2eSH; source:4eAotE1""",,,Ostland,,,Count Otto von Öbelstein,,,,,,
Ostgart,2990,,,,,,Ostland,,,,,,,,,
Ostonow,989,,,,,,Ostland,,,,,,,,,
Polnow,1090,,,,,,Ostland,,,,,,,,,
Raukov,1637,,,"""source:4eAotE1""",,,Ostland,,,,,,,,,
Regensdorf,247,,,,,,Ostland,,,Baron Gotthold Ennum,,,,,,
Ristedt,274,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Roezfels,239,,,,,,Ostland,,,Margrave Quintus von Döbreiner,,,,,,
Rzodne,2184,,,,,,Ostland,,,,,,,,,
Salkalten,10633,,,"""source:2eSH""",,,Ostland,,,Baron Gustav von Wolder,,,https://warhammerfantasy.fandom.com/wiki/Salkalten,Salkalten,"Salkalten is an Imperial port town in Ostland that was one of two towns founded as part of a failed attempt to draw trade away from Marienburg (the other being Neues Emskrank in Nordland ). Anyone walking through the town will spy crumbling architectural façades, corroded statues, and other signs of faded glory which, in truth, never really existed.",https://static.wikia.nocookie.net/warhammerfb/images/2/21/Salkalten.png/revision/latest?cb=20160207213329
Schönfeld,6340,,,,,,Ostland,,,Margrave Dietrich Meitner,,,https://warhammerfantasy.fandom.com/wiki/Sch%C3%B6nfeld,Schönfeld,"Schönfeld is a small, coastal Imperial village located in Ostland. The Skeer, a collection of jagged rocks cutting through the waves west of Salkalten, has claimed many ships. Treacherous currents mean even sailors familiar with the waters spit overboard for Manann 's blessing as they approach.",https://static.wikia.nocookie.net/warhammerfb/images/4/4c/Sch%C3%B6nfeld.png/revision/latest?cb=20241231085903
Sieverhof,1861,,,,,,Ostland,,,,,,,,,
Skaplow,1026,,,,,,Ostland,,,,,,,,,
Smallhof,2366,,,"""source:2eSH""",,,Ostland,,,Baron Barthold Steinmetz,,,,,,
Stanzau,1640,,,,,,Ostland,,,,,,,,,
Steilstand,1441,,,"""source:4eAotE1""",,,Ostland,,,,,,,,,
Steinhof,547,,,,,,Ostland,,,Margrave Lukas Suttner,,,,,,
Storlichen,1419,,,,,,Ostland,,,,,,,,,
Travenau,1064,,,,,,Ostland,,,,,,,,,
Vandengart,3198,,,"""source:2eSH; source:4eAotE1""",,,Ostland,,,,,,,,,
Verborgenbucht,243,,,"""source:2eSH""",,,Ostland,,,Baron von Wolder,,,,,,
Vogelsang,735,,,,,,Ostland,,,,,,,,,
Volganof,7724,,,"""source:WFB8e""",,,Ostland,,,,,,https://warhammerfantasy.fandom.com/wiki/Volganof,Volganof,"Although not nearly as large as Ostland's capital of Wolfenburg, or the coastal city of Salkalten, Volganof is fully enclosed by defensive walls. Indeed, Volganof's soldiers boast their walls are taller and thicker than any others in Ostland and that a foe has never breached them. The formidable city has been built atop a rocky plateau at the junction of the main roadways.",
Wendorf,1430,,,"""source:2eSH""",,,Ostland,,,,,,,,,
Wichnow,944,,,,,,Ostland,,,,,,,,,
Wolfenburg,18036,,,"""source:2eSH""",,,Ostland,,,,,,https://warhammerfantasy.fandom.com/wiki/Wolfenburg,Wolfenburg,"Nestled among the foothills of the Middle Mountains, Wolfenburg is the capital city of Ostland in the Empire. It is a beautiful city and the crossroads of trade moving overland between Kislev and the Empire. Its great walls give protection from the things lurking in the Forest of Shadows, and the von Raukovs had brought order and stability to the land after the inept rule of the von Tassenincks.",https://static.wikia.nocookie.net/warhammerfb/images/f/f6/Wolfenburg_Map.png/revision/latest?cb=20180910182944
Wurzen,5794,,,"""source:2eSH""",,,Ostland,,,Baron Pleskai von Wallenstein,,,https://warhammerfantasy.fandom.com/wiki/Wurzen,Wurzen,"In the far south of Ostland on the banks of the Talabec, Wurzen sits almost undisturbed by the events that have ravaged Ostland. True, over a thousand refugees have swelled its population, but the Baron von Wallenstein showed great organisational ability in settling them and arranging for food, shelter, and sanitation. It seemed almost a miracle when the Slaaneshi army that sacked Boven bypassed Wurzen on the way to Zundap, a testament to the Baron's skills at deception and misdirection.",https://static.wikia.nocookie.net/warhammerfb/images/7/70/Wurzen_map.png/revision/latest?cb=20180910183235
Zaro,1363,,,,,,Ostland,,,,,,,,,
Zundap,1371,,,"""source:2eSH""",,,Ostland,,,Baron Klemens Gauss,,,,,,
Achern,2950,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Altdorf,253627,,,"""source:2eSH""",,,Reikland,,,Emperor Karl Franz I Holswig Schliestein,,,https://warhammerfantasy.fandom.com/wiki/Altdorf,Altdorf,"Altdorf, known as the "" City of Spires,"" is the current capital city of the Empire of Man, the capital of the Electoral Province of Reikland and an independent Imperial principality in its own right. As the seat of Emperor Karl Franz, Altdorf is the de facto capital of the Empire, and it has been the de jure Imperial capital since the election of Wilhelm III, Prince of Altdorf, to the Imperial throne almost a hundred years ago in 2429 IC.",https://static.wikia.nocookie.net/warhammerfb/images/6/6e/WarhammerAltdorf.jpg/revision/latest?cb=20160416130758
Amchensee,1961,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Ardlich,477,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf von Saponatheim,,,,,,
Auerswald,11411,Duchy of Wallenstein,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf Ferdinand von Wallenstein,,,https://warhammerfantasy.fandom.com/wiki/Auerswald,Auerswald,"The lively town of Auerswald rises by the confluences of the Teufel, Tranig, and Ober rivers, so is on one of the busiest — and thus best patrolled — trade routes of the Reikland. The folk of Auerswald tend to be strong willed and determined, but their easy charm and famous wit ensures no matter how steely their negotiations, they rarely cause offence.",https://static.wikia.nocookie.net/warhammerfb/images/4/44/Auerswald.png/revision/latest?cb=20180831161841
Aussen,193,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 43,,,,,,
Autler,612,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 81,,,,,,
Badenborn,1024,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Barfsheim,231,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 52,,,,,,
Berghof,455,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Blutroch,2020,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 0,,,,,,
Bögenhafen,12305,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf Wilhelm von Saponatheim,,,https://warhammerfantasy.fandom.com/wiki/B%C3%B6genhafen,Bögenhafen,"Bögenhafen is an Imperial town of the Reikland that is a prosperous market centre with a population of roughly 5,000. It sits astride the River Bögen, at the highest point of the river that is still navigable by large sailing vessels. It is also about midway between Altdorf and Montfort on the Axe Bite Pass trade route.",https://static.wikia.nocookie.net/warhammerfb/images/7/7e/Bogenhafen_Emblem.png/revision/latest?cb=20180828022616
Bögensee,985,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/B%C3%B6gensee,Bögensee,"High up in the Grey Mountains, the residents of Bögensee are isolated from the rest of the Reikland, close to the eerie ruins of Castle Drachenfels and the haunted stretches of the Grey Lady Pass. Sorrow and death are constant companions to those that live there.",
Brandenburg,1044,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Braunwurt,377,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 52,,,,,,
Bronten,551,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Bruckthin,1512,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Buchedorf,273,Barony of Lady's Vale,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf von Jungfreud,,,,,,
Bundesmarkt,491,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 77,,,,,,
Buxhead,1518,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Dabernick,1498,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Delfgruber,1361,,,"""source:2eSH""",,,Reikland,,,,,,,,,
Diesdorf,3573,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 150,,,https://warhammerfantasy.fandom.com/wiki/Diesdorf,Diesdorf,"Diesdorf is a small town in Reikland, located between Altdorf and Nuln on the River Reik. Corn is the basis of the economy of Diesdorf and its surrounding villages. The crop is mainly traded downriver to Altdorf.",https://static.wikia.nocookie.net/warhammerfb/images/e/ea/Diesdorf.png/revision/latest?cb=20180914035607
Dorchen,366,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 75,,,,,,
Drakenburg,1957,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Drakenburg,Drakenburg,"The town of Drakenburg was a small community deep within the province of Middenland in the dense woods of the Drakwald Forest. The simple life of the villagers was shattered on the day a one-eyed Bonegrinder Giant, known by locals as the Drakwald Cyclops, emerged from the forest and destroyed the town. The only survivor of the massacre was the huntsman Markus Wulfhart, who hunted down and killed the beast in vengeance.",
Dresschler,507,Duchy of Wallenstein,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf von Wallenstein,,,,,,
Dunkelburg,15612,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Dunkelburg,Dunkelburg,"Dunkelberg, sometimes spelled as Dunkelburg, is a town on the northern bank of the River Grissen. Southernmost of the Reikland's major trade centres, the market town stretches across several hills along the banks of the River Grissen. The older, richer portions of the town sit high on the hills, giving the nobles, and the rising merchant class wealthy enough to afford the oldest townhouses, a commanding view of the surrounding countryside.",https://static.wikia.nocookie.net/warhammerfb/images/a/a1/Dunkelberg.png/revision/latest?cb=20170519130440
Eilhart,6472,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf Johann von Hardenburg,,,https://warhammerfantasy.fandom.com/wiki/Eilhart,Eilhart,"Eilhart is an Imperial town of the Reikland celebrated for the quality of the wines and other alcoholic beverages its people produce. Known and celebrated by wine drinkers throughout the Old World, the vineyards around Eilhart produce the succulent grapes, and thus the wine, that shares its name. Eilhart is widely considered one of the Reikland's best white wines, valued not just for its crisp, light flavour, but also for its famously mild hangovers that grow no worse no matter how much of it was quaffed the night before, or so Eilharters claim.",https://static.wikia.nocookie.net/warhammerfb/images/6/67/Eilhart.png/revision/latest?cb=20180831163357
Essel,5994,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Fielbach,4967,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Finsterbad,441,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf von Saponatheim,,,,,,
Flussberg,318,Duchy of Black Rock,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Graf von Jungfreud,,,,,,
Fraglich,471,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Frederheim,844,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,Emperor 75,,,https://warhammerfantasy.fandom.com/wiki/Frederheim,Frederheim,"Frederheim is a small Imperial village situated in the Reikland. Situated just off the Altdorf to Middenheim road, Frederheim is technically a possession of the Emperor, but he has given oversight of it in all but name to the Cult of Shallya, which maintains a walled hospice and sanatorium for the treatment of the insane there. Frederheim is itself a small village with no resources other than farming, and the villagers make ends meet by working for the Sisters.",
